Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
388,Innovate Industries,Search,All Ages,60 days,Instagram,0.14,"$16,625.00",7.76,Los Angeles,Mandarin,123,3249,7,Health & Wellness,23-01-2021
389,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.02,"$12,324.00",6.17,New York,French,727,9864,5,Health & Wellness,24-01-2021
390,Alpha Innovations,Display,Men 25-34,45 days,Email,0.04,"$5,151.00",3.98,Chicago,Spanish,294,1846,8,Outdoor Adventurers,25-01-2021
391,DataTech Solutions,Social Media,Men 25-34,30 days,Instagram,0.02,"$6,405.00",2.97,Miami,German,435,3371,2,Foodies,26-01-2021
392,Alpha Innovations,Email,All Ages,60 days,Facebook,0.09,"$7,704.00",6.26,Houston,French,718,2485,5,Fashionistas,27-01-2021
393,Innovate Industries,Display,Women 25-34,15 days,Facebook,0.07,"$16,130.00",5.83,Miami,English,733,4550,10,Fashionistas,28-01-2021
394,DataTech Solutions,Influencer,Women 25-34,15 days,Facebook,0.03,"$6,204.00",4.06,Chicago,Spanish,454,7764,9,Health & Wellness,29-01-2021
395,Innovate Industries,Display,Women 35-44,45 days,YouTube,0.12,"$13,813.00",4.46,Miami,French,806,3041,9,Outdoor Adventurers,30-01-2021
396,TechCorp,Search,Men 18-24,15 days,YouTube,0.15,"$13,689.00",2.6,Chicago,French,232,8249,5,Tech Enthusiasts,31-01-2021
397,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,0.13,"$17,174.00",7.14,Los Angeles,Spanish,125,9618,5,Tech Enthusiasts,01-02-2021
398,DataTech Solutions,Influencer,Women 25-34,30 days,Email,0.12,"$17,974.00",3.16,Chicago,English,664,1255,8,Fashionistas,02-02-2021
399,TechCorp,Email,Women 35-44,15 days,Google Ads,0.1,"$16,047.00",6.47,Houston,English,259,1993,2,Outdoor Adventurers,03-02-2021
400,DataTech Solutions,Social Media,All Ages,30 days,Website,0.07,"$13,468.00",6.05,Los Angeles,Spanish,868,3888,4,Foodies,04-02-2021
401,TechCorp,Display,All Ages,15 days,Instagram,0.08,"$8,712.00",5.55,Houston,Spanish,824,6420,7,Health & Wellness,05-02-2021
402,Alpha Innovations,Email,All Ages,45 days,Website,0.03,"$17,165.00",2.92,Miami,Mandarin,881,9282,6,Health & Wellness,06-02-2021
403,Innovate Industries,Search,All Ages,60 days,Website,0.05,"$5,918.00",2.15,Los Angeles,French,378,9949,4,Health & Wellness,07-02-2021
404,TechCorp,Social Media,All Ages,30 days,YouTube,0.12,"$13,641.00",7.69,New York,English,834,6836,7,Outdoor Adventurers,08-02-2021
405,DataTech Solutions,Display,Men 18-24,60 days,Instagram,0.12,"$7,388.00",4.87,Miami,German,709,5657,3,Tech Enthusiasts,09-02-2021
406,DataTech Solutions,Display,Women 25-34,45 days,YouTube,0.02,"$6,641.00",3.14,Houston,English,696,5458,5,Fashionistas,10-02-2021
407,NexGen Systems,Influencer,Women 35-44,30 days,Email,0.13,"$19,269.00",2.15,Chicago,Spanish,239,7346,10,Fashionistas,11-02-2021
408,DataTech Solutions,Search,Women 35-44,30 days,YouTube,0.04,"$17,299.00",7.91,Houston,German,890,5009,6,Fashionistas,12-02-2021
409,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,0.09,"$5,816.00",4.64,Houston,German,147,1629,9,Outdoor Adventurers,13-02-2021
410,DataTech Solutions,Search,Women 25-34,45 days,Website,0.15,"$17,201.00",5.32,Houston,Mandarin,849,6430,7,Foodies,14-02-2021
411,NexGen Systems,Display,Men 18-24,30 days,YouTube,0.03,"$18,611.00",6.78,Los Angeles,Spanish,412,8230,1,Health & Wellness,15-02-2021
412,NexGen Systems,Email,Women 25-34,45 days,Website,0.03,"$7,139.00",5.68,Houston,Mandarin,118,6941,1,Foodies,16-02-2021
413,TechCorp,Display,All Ages,30 days,YouTube,0.01,"$10,699.00",6.43,New York,German,525,2143,9,Fashionistas,17-02-2021
414,NexGen Systems,Influencer,Men 18-24,45 days,YouTube,0.06,"$19,526.00",7.14,New York,Mandarin,294,6179,6,Fashionistas,18-02-2021
415,NexGen Systems,Search,Women 35-44,30 days,Google Ads,0.07,"$5,576.00",7.97,Chicago,Mandarin,609,2349,10,Foodies,19-02-2021
416,Innovate Industries,Email,Men 25-34,15 days,Google Ads,0.04,"$6,934.00",4.98,Chicago,German,649,1416,7,Foodies,20-02-2021
417,TechCorp,Influencer,Men 18-24,60 days,Email,0.01,"$9,077.00",4.4,Los Angeles,Mandarin,860,6874,4,Tech Enthusiasts,21-02-2021
418,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.09,"$5,702.00",2.32,Los Angeles,English,833,2831,10,Foodies,22-02-2021
419,Innovate Industries,Social Media,Women 35-44,45 days,Facebook,0.02,"$10,459.00",5.34,Los Angeles,English,642,9515,2,Foodies,23-02-2021
420,DataTech Solutions,Email,Women 35-44,45 days,Instagram,0.1,"$9,480.00",6.55,Miami,Spanish,908,6026,2,Foodies,24-02-2021
421,NexGen Systems,Social Media,Men 18-24,30 days,Email,0.14,"$6,041.00",4.4,New York,Mandarin,578,6558,6,Foodies,25-02-2021
422,Alpha Innovations,Email,Men 25-34,30 days,Email,0.1,"$9,036.00",2.76,Los Angeles,Mandarin,140,6245,7,Health & Wellness,26-02-2021
423,DataTech Solutions,Display,Men 25-34,30 days,Facebook,0.01,"$6,772.00",4.39,Houston,German,540,2667,7,Health & Wellness,27-02-2021
424,Alpha Innovations,Email,Men 25-34,30 days,Email,0.07,"$17,735.00",6.6,Miami,English,124,2072,10,Outdoor Adventurers,28-02-2021
425,TechCorp,Search,Men 18-24,30 days,Google Ads,0.13,"$19,742.00",4.21,Houston,Mandarin,942,7863,5,Health & Wellness,01-03-2021
426,Innovate Industries,Display,Men 18-24,45 days,Instagram,0.11,"$19,796.00",6.99,Los Angeles,Mandarin,562,2883,1,Fashionistas,02-03-2021
427,NexGen Systems,Display,Men 18-24,45 days,Website,0.02,"$16,495.00",5.5,Miami,Spanish,466,6126,8,Outdoor Adventurers,03-03-2021
428,NexGen Systems,Email,Women 25-34,30 days,Website,0.07,"$11,648.00",4.73,Los Angeles,Mandarin,184,9142,8,Fashionistas,04-03-2021
429,Alpha Innovations,Social Media,Men 18-24,30 days,Facebook,0.15,"$14,521.00",2.05,New York,German,991,2511,2,Foodies,05-03-2021
430,NexGen Systems,Display,Women 35-44,45 days,Instagram,0.08,"$10,618.00",7.34,New York,French,671,8433,10,Health & Wellness,06-03-2021
431,Alpha Innovations,Email,Women 25-34,30 days,Website,0.07,"$9,482.00",7.25,Los Angeles,German,321,1043,10,Tech Enthusiasts,07-03-2021
432,TechCorp,Search,All Ages,45 days,YouTube,0.11,"$14,929.00",3.46,Miami,German,132,4453,1,Outdoor Adventurers,08-03-2021
433,Innovate Industries,Display,Men 25-34,60 days,Google Ads,0.01,"$7,700.00",3.46,Los Angeles,Mandarin,123,9889,8,Foodies,09-03-2021
434,Alpha Innovations,Social Media,Men 25-34,60 days,Website,0.08,"$9,786.00",6.26,New York,German,147,5764,9,Foodies,10-03-2021
435,Alpha Innovations,Influencer,All Ages,30 days,Facebook,0.05,"$13,888.00",2.63,Miami,English,469,9923,2,Fashionistas,11-03-2021
436,NexGen Systems,Social Media,All Ages,45 days,Email,0.09,"$12,790.00",5.06,Los Angeles,German,285,4009,1,Foodies,12-03-2021
437,DataTech Solutions,Email,Men 18-24,15 days,Google Ads,0.05,"$9,164.00",5.7,Miami,Mandarin,377,1659,5,Health & Wellness,13-03-2021
438,Innovate Industries,Display,All Ages,30 days,YouTube,0.06,"$12,729.00",3.44,Houston,French,299,2099,2,Tech Enthusiasts,14-03-2021
439,NexGen Systems,Social Media,Women 25-34,60 days,Website,0.09,"$19,698.00",4.88,Los Angeles,Spanish,963,5724,3,Fashionistas,15-03-2021
440,Alpha Innovations,Search,Men 25-34,45 days,Website,0.06,"$5,680.00",7.68,Los Angeles,Spanish,279,6815,6,Outdoor Adventurers,16-03-2021
441,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.11,"$12,492.00",2.55,New York,English,656,2093,6,Fashionistas,17-03-2021
442,NexGen Systems,Influencer,Women 35-44,30 days,Email,0.15,"$6,292.00",2.64,Chicago,Mandarin,466,8207,8,Foodies,18-03-2021
443,TechCorp,Influencer,Men 18-24,30 days,Facebook,0.07,"$19,217.00",7.39,Miami,German,789,5994,10,Tech Enthusiasts,19-03-2021
444,NexGen Systems,Influencer,Women 25-34,45 days,Email,0.12,"$15,432.00",4.9,Houston,German,520,5179,2,Fashionistas,20-03-2021
445,TechCorp,Search,All Ages,45 days,Instagram,0.07,"$8,593.00",7.13,New York,English,200,6668,5,Foodies,21-03-2021
446,Alpha Innovations,Search,All Ages,30 days,Facebook,0.09,"$9,723.00",5.1,Los Angeles,Mandarin,577,9201,9,Tech Enthusiasts,22-03-2021
447,Alpha Innovations,Email,All Ages,15 days,Google Ads,0.11,"$19,974.00",5.82,Houston,Spanish,582,2461,10,Outdoor Adventurers,23-03-2021
448,TechCorp,Influencer,Women 25-34,60 days,Website,0.04,"$18,780.00",3.56,Miami,Mandarin,221,4514,8,Tech Enthusiasts,24-03-2021
449,Innovate Industries,Influencer,Women 35-44,60 days,YouTube,0.14,"$16,594.00",4.69,Miami,Mandarin,773,3018,3,Fashionistas,25-03-2021
450,NexGen Systems,Search,Men 18-24,15 days,Facebook,0.11,"$17,226.00",4.09,Miami,Spanish,331,5699,6,Foodies,26-03-2021
451,Alpha Innovations,Social Media,Men 18-24,15 days,Instagram,0.11,"$15,664.00",3.76,Chicago,German,316,9996,5,Fashionistas,27-03-2021
452,TechCorp,Email,Men 18-24,15 days,Website,0.04,"$10,403.00",5.87,Los Angeles,Mandarin,301,5921,8,Health & Wellness,28-03-2021
453,Alpha Innovations,Influencer,Women 25-34,60 days,YouTube,0.02,"$9,712.00",4.19,Miami,French,116,6836,7,Tech Enthusiasts,29-03-2021
454,Alpha Innovations,Social Media,Women 35-44,15 days,Google Ads,0.12,"$17,117.00",7.41,Houston,English,987,9000,4,Foodies,30-03-2021
455,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.06,"$13,593.00",5.72,Los Angeles,English,690,1698,3,Foodies,31-03-2021
456,TechCorp,Email,Men 18-24,15 days,Instagram,0.05,"$18,167.00",3.16,Los Angeles,French,917,8122,6,Outdoor Adventurers,01-04-2021
457,Alpha Innovations,Search,Men 18-24,60 days,Facebook,0.12,"$11,054.00",4.37,Chicago,German,221,5287,1,Foodies,02-04-2021
458,Innovate Industries,Search,Women 35-44,60 days,YouTube,0.02,"$6,728.00",6.29,Chicago,Spanish,856,7061,8,Outdoor Adventurers,03-04-2021
459,NexGen Systems,Influencer,Women 35-44,60 days,YouTube,0.03,"$10,914.00",3.92,Los Angeles,German,933,3982,8,Tech Enthusiasts,04-04-2021
460,DataTech Solutions,Email,Women 35-44,15 days,Google Ads,0.11,"$17,313.00",5.81,Houston,French,104,6210,5,Foodies,05-04-2021
461,Innovate Industries,Display,Women 35-44,15 days,YouTube,0.12,"$11,095.00",3.59,New York,Spanish,988,1689,5,Outdoor Adventurers,06-04-2021
462,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.13,"$5,130.00",5.15,Houston,Spanish,860,6784,5,Health & Wellness,07-04-2021
463,TechCorp,Social Media,Men 25-34,60 days,YouTube,0.02,"$13,482.00",3.17,Houston,English,794,7657,6,Tech Enthusiasts,08-04-2021
464,Innovate Industries,Display,Women 35-44,30 days,YouTube,0.01,"$18,932.00",2.64,New York,English,447,9257,3,Health & Wellness,09-04-2021
465,TechCorp,Social Media,Women 25-34,15 days,Facebook,0.05,"$16,093.00",6.53,New York,Mandarin,610,5628,10,Fashionistas,10-04-2021
466,Alpha Innovations,Influencer,Women 25-34,30 days,Facebook,0.11,"$14,899.00",2.75,New York,French,666,6237,4,Fashionistas,11-04-2021
467,Alpha Innovations,Influencer,All Ages,45 days,Facebook,0.1,"$8,127.00",6.95,New York,Spanish,330,1955,7,Fashionistas,12-04-2021
468,DataTech Solutions,Email,Women 25-34,60 days,Website,0.12,"$10,839.00",6.05,Chicago,French,816,6414,6,Foodies,13-04-2021
469,TechCorp,Social Media,Women 25-34,60 days,YouTube,0.02,"$16,218.00",7.11,New York,German,176,5609,4,Foodies,14-04-2021
470,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.14,"$7,791.00",2.26,Miami,Mandarin,228,9197,8,Foodies,15-04-2021
471,Innovate Industries,Display,Women 25-34,30 days,YouTube,0.02,"$17,214.00",6.81,New York,French,818,2267,1,Outdoor Adventurers,16-04-2021
472,DataTech Solutions,Social Media,Women 25-34,45 days,Instagram,0.12,"$12,922.00",7,Houston,Mandarin,970,3985,3,Tech Enthusiasts,17-04-2021
473,Innovate Industries,Email,Men 18-24,15 days,Instagram,0.15,"$14,159.00",4.71,Chicago,German,518,4366,10,Health & Wellness,18-04-2021
474,TechCorp,Email,Men 25-34,60 days,Instagram,0.12,"$5,428.00",2.82,Houston,English,292,6313,4,Health & Wellness,19-04-2021
475,Innovate Industries,Influencer,All Ages,30 days,Email,0.03,"$9,830.00",3.83,New York,Spanish,826,4248,10,Fashionistas,20-04-2021
476,Innovate Industries,Search,Women 35-44,45 days,YouTube,0.02,"$17,467.00",5.48,Houston,Mandarin,120,8525,3,Tech Enthusiasts,21-04-2021
477,Innovate Industries,Email,Men 25-34,45 days,Website,0.13,"$16,475.00",5.56,Miami,German,652,2439,4,Foodies,22-04-2021
478,TechCorp,Influencer,All Ages,15 days,Instagram,0.06,"$15,682.00",4.04,Los Angeles,English,275,9717,3,Health & Wellness,23-04-2021
479,Innovate Industries,Influencer,Women 25-34,45 days,Instagram,0.03,"$11,186.00",2.47,Miami,Mandarin,201,1215,1,Fashionistas,24-04-2021
480,Innovate Industries,Search,Women 25-34,15 days,Email,0.11,"$14,889.00",4.65,Chicago,Mandarin,455,8222,8,Health & Wellness,25-04-2021
481,Innovate Industries,Influencer,Women 35-44,60 days,Instagram,0.09,"$10,706.00",6.57,Chicago,Mandarin,244,2542,4,Health & Wellness,26-04-2021
482,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.03,"$5,757.00",3.1,Miami,Mandarin,538,5801,1,Outdoor Adventurers,27-04-2021
483,NexGen Systems,Email,Men 25-34,15 days,Email,0.09,"$18,035.00",7.03,Miami,English,147,6930,4,Tech Enthusiasts,28-04-2021
484,NexGen Systems,Influencer,Men 25-34,60 days,Google Ads,0.03,"$5,234.00",6.93,Miami,Spanish,149,6815,7,Outdoor Adventurers,29-04-2021
485,NexGen Systems,Search,Men 18-24,60 days,YouTube,0.06,"$12,495.00",4.15,New York,Spanish,753,8752,10,Health & Wellness,30-04-2021
486,Alpha Innovations,Display,Women 35-44,45 days,Instagram,0.08,"$8,241.00",7.63,Los Angeles,English,368,4360,4,Outdoor Adventurers,01-05-2021
487,DataTech Solutions,Email,Men 18-24,15 days,Email,0.14,"$19,562.00",6.35,Chicago,Mandarin,194,9417,10,Foodies,02-05-2021
488,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.05,"$19,456.00",7.56,Los Angeles,German,172,2838,10,Health & Wellness,03-05-2021
489,NexGen Systems,Social Media,Men 25-34,45 days,YouTube,0.13,"$10,420.00",3.55,Los Angeles,English,740,7051,3,Foodies,04-05-2021
490,TechCorp,Social Media,Women 25-34,30 days,Website,0.11,"$17,493.00",6.42,Los Angeles,French,580,6874,2,Foodies,05-05-2021
491,NexGen Systems,Email,Men 18-24,30 days,Instagram,0.07,"$18,686.00",4.32,Chicago,Mandarin,798,6218,9,Foodies,06-05-2021
492,TechCorp,Social Media,Men 18-24,30 days,YouTube,0.08,"$16,765.00",7.85,Miami,Spanish,940,1333,4,Foodies,07-05-2021
493,NexGen Systems,Display,Women 25-34,45 days,Facebook,0.06,"$17,991.00",2.35,Los Angeles,English,325,9848,10,Health & Wellness,08-05-2021
494,DataTech Solutions,Display,Men 25-34,45 days,Facebook,0.05,"$14,481.00",6.74,Miami,Mandarin,637,6228,3,Tech Enthusiasts,09-05-2021
495,DataTech Solutions,Search,Women 35-44,30 days,Email,0.13,"$17,531.00",5.04,Miami,German,736,5551,2,Health & Wellness,10-05-2021
496,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,0.1,"$15,814.00",6.07,Houston,French,305,8942,6,Outdoor Adventurers,11-05-2021
497,DataTech Solutions,Display,All Ages,30 days,Website,0.12,"$14,037.00",3.98,Houston,French,512,5824,6,Foodies,12-05-2021
498,Alpha Innovations,Search,All Ages,60 days,Instagram,0.09,"$14,493.00",3.22,Chicago,Spanish,870,6980,4,Fashionistas,13-05-2021
499,NexGen Systems,Influencer,Men 25-34,45 days,Instagram,0.03,"$19,520.00",5.8,Chicago,Mandarin,702,4794,6,Tech Enthusiasts,14-05-2021
500,TechCorp,Social Media,Women 35-44,60 days,Email,0.06,"$5,538.00",4.79,Houston,English,520,6720,2,Tech Enthusiasts,15-05-2021
501,Alpha Innovations,Social Media,Men 25-34,45 days,YouTube,0.12,"$10,493.00",3.49,Houston,German,767,5005,2,Outdoor Adventurers,16-05-2021
502,NexGen Systems,Search,Men 18-24,30 days,Website,0.06,"$16,116.00",7.42,Chicago,Spanish,471,6621,1,Outdoor Adventurers,17-05-2021
503,DataTech Solutions,Email,Men 25-34,15 days,YouTube,0.14,"$7,708.00",2.56,Chicago,Spanish,701,5101,9,Fashionistas,18-05-2021
504,Alpha Innovations,Social Media,Women 35-44,45 days,YouTube,0.06,"$5,935.00",5.92,Miami,Spanish,935,9752,9,Fashionistas,19-05-2021
505,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.05,"$9,290.00",5.04,Los Angeles,Spanish,893,7613,5,Fashionistas,20-05-2021
506,NexGen Systems,Email,Men 25-34,15 days,Instagram,0.08,"$19,426.00",2.5,Houston,English,467,2450,3,Tech Enthusiasts,21-05-2021
507,TechCorp,Email,Women 25-34,30 days,YouTube,0.14,"$17,183.00",3.58,Los Angeles,German,308,7984,2,Health & Wellness,22-05-2021
508,Alpha Innovations,Display,Women 25-34,60 days,Website,0.14,"$15,890.00",2.56,Houston,Spanish,374,2539,7,Health & Wellness,23-05-2021
509,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,0.11,"$6,341.00",7.07,Miami,German,676,5334,9,Fashionistas,24-05-2021
510,NexGen Systems,Display,Women 25-34,45 days,Email,0.12,"$16,615.00",7.92,Los Angeles,English,301,3473,5,Health & Wellness,25-05-2021
511,TechCorp,Email,Women 35-44,45 days,Website,0.07,"$18,822.00",7.77,New York,Mandarin,471,9465,10,Tech Enthusiasts,26-05-2021
512,DataTech Solutions,Search,All Ages,30 days,Facebook,0.07,"$15,713.00",7.67,Los Angeles,English,167,5803,9,Foodies,27-05-2021
513,TechCorp,Influencer,Women 25-34,60 days,Google Ads,0.12,"$19,754.00",3.85,New York,Spanish,397,9308,7,Health & Wellness,28-05-2021
514,Alpha Innovations,Social Media,Men 18-24,30 days,Facebook,0.03,"$16,073.00",5.97,Miami,French,260,7086,9,Fashionistas,29-05-2021
515,NexGen Systems,Search,Men 25-34,45 days,Instagram,0.13,"$13,716.00",6.03,Houston,Spanish,676,6304,9,Foodies,30-05-2021
516,NexGen Systems,Display,All Ages,15 days,Facebook,0.08,"$12,341.00",4.97,Houston,English,508,6150,3,Health & Wellness,31-05-2021
517,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,0.02,"$13,702.00",4.91,Miami,Mandarin,353,8771,9,Foodies,01-06-2021
518,Alpha Innovations,Social Media,Women 25-34,45 days,Facebook,0.04,"$18,224.00",7.31,Los Angeles,English,682,4781,10,Fashionistas,02-06-2021
519,Alpha Innovations,Influencer,Men 25-34,15 days,Website,0.05,"$15,530.00",6.81,Chicago,English,830,7660,8,Outdoor Adventurers,03-06-2021
520,DataTech Solutions,Display,Men 18-24,30 days,Website,0.14,"$19,102.00",4.98,Miami,Mandarin,736,2811,5,Outdoor Adventurers,04-06-2021
521,NexGen Systems,Search,Women 35-44,60 days,Instagram,0.14,"$17,123.00",3.31,Chicago,French,955,5738,7,Foodies,05-06-2021
522,NexGen Systems,Search,Women 25-34,15 days,YouTube,0.02,"$8,103.00",5.85,New York,Spanish,262,9494,10,Outdoor Adventurers,06-06-2021
523,NexGen Systems,Display,Men 25-34,60 days,Facebook,0.12,"$6,787.00",7.17,Los Angeles,English,776,3071,6,Foodies,07-06-2021
524,Innovate Industries,Social Media,Men 18-24,30 days,Instagram,0.09,"$18,464.00",7.86,Los Angeles,English,883,7234,4,Tech Enthusiasts,08-06-2021
525,Innovate Industries,Search,Women 35-44,30 days,YouTube,0.08,"$5,214.00",5.41,New York,Spanish,986,5047,3,Fashionistas,09-06-2021
526,TechCorp,Influencer,Men 18-24,30 days,Email,0.07,"$17,678.00",4.77,Houston,German,215,6302,10,Foodies,10-06-2021
527,NexGen Systems,Social Media,All Ages,30 days,Website,0.14,"$10,365.00",3.23,Miami,Spanish,965,1167,8,Outdoor Adventurers,11-06-2021
528,NexGen Systems,Email,All Ages,60 days,Instagram,0.09,"$11,139.00",7.54,Los Angeles,Mandarin,640,1144,7,Tech Enthusiasts,12-06-2021
529,DataTech Solutions,Search,Men 18-24,45 days,Instagram,0.1,"$18,407.00",2.24,Chicago,German,388,2697,10,Tech Enthusiasts,13-06-2021
530,TechCorp,Influencer,Men 18-24,60 days,Instagram,0.07,"$10,863.00",5.21,Miami,Spanish,494,5354,10,Foodies,14-06-2021
531,Alpha Innovations,Search,Women 35-44,45 days,Instagram,0.09,"$11,535.00",6.44,Chicago,Spanish,432,8524,6,Tech Enthusiasts,15-06-2021
532,Alpha Innovations,Search,Men 18-24,15 days,YouTube,0.03,"$16,117.00",6.68,Los Angeles,Spanish,237,7706,3,Tech Enthusiasts,16-06-2021
533,TechCorp,Email,Men 18-24,60 days,Facebook,0.05,"$7,641.00",5.05,Los Angeles,French,247,6859,10,Outdoor Adventurers,17-06-2021
534,Alpha Innovations,Search,Men 18-24,15 days,Website,0.07,"$19,122.00",5.86,Los Angeles,French,849,4127,8,Fashionistas,18-06-2021
535,Alpha Innovations,Influencer,Men 18-24,45 days,Google Ads,0.07,"$19,905.00",3.28,New York,French,421,9220,1,Health & Wellness,19-06-2021
536,NexGen Systems,Search,Men 18-24,30 days,YouTube,0.03,"$9,710.00",6.11,Chicago,French,775,1378,6,Foodies,20-06-2021
537,DataTech Solutions,Display,Women 35-44,30 days,Facebook,0.06,"$11,135.00",5.55,Los Angeles,German,158,9372,5,Tech Enthusiasts,21-06-2021
538,Innovate Industries,Search,All Ages,15 days,YouTube,0.02,"$18,860.00",5.67,Miami,Spanish,581,1624,9,Health & Wellness,22-06-2021
539,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,0.13,"$9,642.00",5.04,Los Angeles,French,745,1803,8,Outdoor Adventurers,23-06-2021
540,NexGen Systems,Social Media,Men 25-34,15 days,Instagram,0.07,"$9,225.00",7.88,Los Angeles,Mandarin,837,1454,4,Tech Enthusiasts,24-06-2021
541,DataTech Solutions,Search,Women 25-34,30 days,Google Ads,0.07,"$12,493.00",6.26,Chicago,Mandarin,265,1716,1,Foodies,25-06-2021
542,DataTech Solutions,Email,Women 25-34,45 days,Email,0.12,"$14,740.00",2.29,Chicago,Spanish,941,4716,2,Fashionistas,26-06-2021
543,TechCorp,Search,All Ages,60 days,YouTube,0.05,"$17,300.00",6.46,New York,German,517,4930,1,Health & Wellness,27-06-2021
544,TechCorp,Email,Men 25-34,30 days,Instagram,0.13,"$7,787.00",2.79,New York,Spanish,403,9196,5,Health & Wellness,28-06-2021
545,NexGen Systems,Display,Men 18-24,60 days,Email,0.06,"$7,865.00",3.61,Houston,Mandarin,905,8601,5,Foodies,29-06-2021
546,TechCorp,Email,Men 18-24,15 days,YouTube,0.13,"$14,184.00",2.02,New York,Mandarin,761,3562,4,Health & Wellness,30-06-2021
547,NexGen Systems,Influencer,Men 18-24,60 days,Google Ads,0.07,"$10,088.00",5.79,New York,Mandarin,921,9943,10,Fashionistas,01-07-2021
548,NexGen Systems,Search,All Ages,15 days,Instagram,0.14,"$6,341.00",7.89,New York,French,457,2621,3,Foodies,02-07-2021
549,TechCorp,Influencer,Women 35-44,30 days,Email,0.11,"$16,691.00",6.12,Miami,English,430,5430,7,Tech Enthusiasts,03-07-2021
550,NexGen Systems,Email,Women 35-44,15 days,Website,0.05,"$5,279.00",7.26,Los Angeles,English,973,1947,2,Outdoor Adventurers,04-07-2021
551,NexGen Systems,Email,Women 25-34,30 days,Website,0.14,"$13,778.00",3.57,Houston,Mandarin,129,2538,4,Tech Enthusiasts,05-07-2021
552,Alpha Innovations,Influencer,Men 25-34,60 days,Email,0.1,"$16,094.00",5.65,Chicago,Spanish,698,2868,3,Fashionistas,06-07-2021
553,Innovate Industries,Email,Women 25-34,30 days,Email,0.04,"$16,512.00",2.81,Chicago,English,588,4161,10,Fashionistas,07-07-2021
554,Alpha Innovations,Email,Men 18-24,30 days,Google Ads,0.05,"$7,247.00",7.85,Chicago,German,141,6235,4,Fashionistas,08-07-2021
555,NexGen Systems,Influencer,All Ages,15 days,Email,0.02,"$5,244.00",5.29,Chicago,German,416,3785,9,Tech Enthusiasts,09-07-2021
556,Innovate Industries,Email,Women 35-44,30 days,Facebook,0.15,"$14,082.00",7.44,Miami,Spanish,655,9066,2,Outdoor Adventurers,10-07-2021
557,TechCorp,Social Media,Men 18-24,60 days,Email,0.11,"$17,786.00",5.89,Los Angeles,English,557,9866,5,Foodies,11-07-2021
558,Innovate Industries,Influencer,Men 18-24,15 days,Facebook,0.08,"$19,714.00",3.57,Miami,Spanish,411,2211,3,Foodies,12-07-2021
559,Innovate Industries,Display,Men 25-34,60 days,Instagram,0.03,"$6,582.00",3.1,Chicago,German,750,5588,7,Health & Wellness,13-07-2021
560,Innovate Industries,Email,All Ages,60 days,Google Ads,0.1,"$16,574.00",4.82,Miami,English,260,2996,10,Fashionistas,14-07-2021
561,TechCorp,Email,All Ages,60 days,Email,0.1,"$18,996.00",3.12,Los Angeles,Spanish,890,8676,4,Health & Wellness,15-07-2021
562,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,0.12,"$13,107.00",4.87,Miami,German,340,6394,2,Tech Enthusiasts,16-07-2021
563,Alpha Innovations,Influencer,Men 25-34,15 days,Website,0.09,"$5,801.00",7.42,New York,French,714,2288,2,Health & Wellness,17-07-2021
564,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.09,"$8,660.00",6.38,Los Angeles,Spanish,172,9548,2,Outdoor Adventurers,18-07-2021
565,Innovate Industries,Display,Women 35-44,30 days,Website,0.13,"$9,283.00",2.18,Houston,Spanish,363,6711,1,Health & Wellness,19-07-2021
566,Alpha Innovations,Influencer,All Ages,60 days,Instagram,0.1,"$12,002.00",6.53,Houston,German,876,6554,7,Health & Wellness,20-07-2021
567,NexGen Systems,Display,All Ages,15 days,Website,0.08,"$12,929.00",4.64,Los Angeles,Spanish,605,4566,7,Tech Enthusiasts,21-07-2021
568,TechCorp,Search,Men 25-34,45 days,Google Ads,0.12,"$16,013.00",4.75,Chicago,German,727,1353,9,Outdoor Adventurers,22-07-2021
569,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.08,"$6,640.00",4.53,Miami,English,508,2900,6,Outdoor Adventurers,23-07-2021
570,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.05,"$12,075.00",2.84,Houston,Mandarin,261,8859,3,Outdoor Adventurers,24-07-2021
571,Alpha Innovations,Email,All Ages,60 days,Google Ads,0.12,"$5,236.00",6.38,Miami,Spanish,444,4623,10,Foodies,25-07-2021
